receipt_file,store,item_order,gt_name,pred_name,gt_category,pred_category,label_confidence,allowed_categories,strict_match,allowed_match,is_uncategorized,status,basis,reason,categorized_file_exists,categorized_path
014_costco.json,costco,5,트러플잠봉,트러플잠봉,기타,간편식,unknown,"[""기타"", ""간편식""]",False,True,False,allowed_mismatch,외국어 음식명·제품명 중심 상품명으로 외부 음식 지식 의존성이 높은 항목,"잠봉이 육가공 식품일 가능성은 있으나, 상품명만으로는 간편식, 식재료, 샌드위치류 등 구체 소비 목적을 안정적으로 판단하기 어렵다. 보수적 GT 기준에 따라 기타로 분류하되, 간편식 혼동 가능성은 기록함",True,data\categorized\costco\014_costco.json
014_costco.json,costco,10,KS M. 쇼비뇽블랑,KS M. 쇼비뇽블랑,기타,주류,unknown,"[""기타"", ""주류""]",False,True,False,allowed_mismatch,브랜드명·와인 품종명 중심 상품명으로 외부 주류 지식 의존성이 높은 항목,"쇼비뇽블랑이 와인 품종 단서일 수 있으나, 상품명 자체에는 와인·주류 등 직접 단서가 없다. 보수적 GT 기준에 따라 기타로 분류하되, 주류 혼동 가능성은 기록함",True,data\categorized\costco\014_costco.json
015_costco.json,costco,4,누텔라앤고,누텔라앤고,기타,간식,unknown,"[""기타"", ""간식""]",False,True,False,allowed_mismatch,브랜드·제품명 중심 상품명으로 외부 상품 지식 의존성이 높은 항목,"상품명만으로는 초콜릿 스낵, 과자, 디저트류 등 구체 상품군을 직접 판단하기 어렵다. '누텔라' 브랜드 지식을 배제하는 보수적 GT 기준에 따라 기타로 분류하되, 간식 혼동 가능성은 기록함",True,data\categorized\costco\015_costco.json
015_costco.json,costco,7,KS M. 쇼비뇽블랑,KS M. 쇼비뇽블랑,기타,주류,unknown,"[""기타"", ""주류""]",False,True,False,allowed_mismatch,브랜드명·와인 품종명 중심 상품명으로 외부 주류 지식 의존성이 높은 항목,"쇼비뇽블랑이 와인 품종 단서일 수 있으나, 상품명 자체에는 와인·주류 등 직접 단서가 없다. 보수적 GT 기준에 따라 기타로 분류하되, 주류 혼동 가능성은 기록함",True,data\categorized\costco\015_costco.json
016_costco.json,costco,4,퍼실어드밴스드젤,퍼실어드밴스드젤,기타,생활용품,unknown,"[""기타"", ""생활용품""]",False,True,False,allowed_mismatch,브랜드·제품명 중심 상품명으로 외부 상품 지식 의존성이 높은 항목,상품명만으로는 세탁세제인지 다른 생활용품인지 직접 판단하기 어렵다. 퍼실 브랜드 지식에 의존해야 생활용품으로 해석 가능하므로 보수적 GT 기준에 따라 기타로 분류하되 생활용품 혼동 가능성은 기록함,True,data\categorized\costco\016_costco.json
016_costco.json,costco,7,킹스베리500G,킹스베리500G,식재료,기타,ambiguous,"[""식재료"", ""기타""]",False,True,False,allowed_mismatch,"GS1/KAN 신선 과일류, COICOP Food 계열 참고",킹스베리는 과일명 또는 품종명으로 해석 가능하고 중량 표기가 있어 신선 과일류 가능성이 높다. 다만 상품명 자체가 고유명사형이라 기타 혼동을 허용함,True,data\categorized\costco\016_costco.json
016_costco.json,costco,9,레오나르디발사믹,레오나르디발사믹,식재료,기타,ambiguous,"[""식재료"", ""기타""]",False,True,False,allowed_mismatch,"GS1/KAN 소스·식초 및 조리 재료 계열, COICOP Food 계열 참고",발사믹은 일반적으로 조리·샐러드 등에 사용하는 식재료 문맥이 비교적 명확하다. 다만 브랜드명과 결합된 형태라 상품 세부군이 직접 드러나지는 않아 ambiguous로 기록함,True,data\categorized\costco\016_costco.json
018_costco.json,costco,3,매일그릭요거트,매일그릭요거트,식재료,간식,ambiguous,"[""식재료"", ""간식""]",False,True,False,allowed_mismatch,"GS1/KAN 발효유 및 유제품 계열, COICOP Food 계열 참고","그릭요거트는 직접 섭취도 가능하지만, 본 연구 기준에서는 일반 요거트보다 식사 구성 또는 조리 재료 성격이 강한 유제품으로 보아 식재료로 우선 매핑함",True,data\categorized\costco\018_costco.json
019_costco.json,costco,4,하이네켄8 캔,하이네켄8 캔,기타,주류,unknown,"[""기타"", ""주류""]",False,True,False,allowed_mismatch,브랜드명 중심 상품명으로 외부 주류 지식 의존성이 높은 항목,"하이네켄은 주류 브랜드로 추론 가능하지만, 상품명 자체에는 맥주·주류 등 직접적인 카테고리 단서가 부족하다. 본 연구의 보수적 GT 기준에 따라 기타로 분류하되 주류 혼동 가능성은 기록함",True,data\categorized\costco\019_costco.json
020_costco.json,costco,5,ASAHI SUPER DRY,ASAHI SUPER DRY,기타,주류,unknown,"[""기타"", ""주류""]",False,True,False,allowed_mismatch,브랜드명·외국어 제품명 중심 상품명으로 외부 주류 지식 의존성이 높은 항목,ASAHI SUPER DRY는 주류로 추론 가능하지만 상품명 자체에는 맥주·주류 등 직접적인 한국어 카테고리 단서가 없다. 본 연구의 보수적 GT 기준에 따라 기타로 분류하되 주류 혼동 가능성은 기록함,True,data\categorized\costco\020_costco.json
020_costco.json,costco,9,크리넥스마이비데,크리넥스마이비데,기타,생활용품,unknown,"[""기타"", ""생활용품""]",False,True,False,allowed_mismatch,브랜드·제품명 중심 상품명으로 외부 상품 지식 의존성이 높은 항목,"상품명만으로는 물티슈, 위생용품, 화장지류 등 구체 상품군을 직접 판단하기 어렵다. '마이비데'는 브랜드·제품 지식을 알고 있어야 생활용품으로 해석 가능하므로 기타로 분류하되 생활용품 혼동 가능성은 기록함",True,data\categorized\costco\020_costco.json
026_costco.json,costco,2,카누다크원두,카누다크원두,기타,음료,unknown,"[""기타"", ""음료""]",False,True,False,allowed_mismatch,브랜드명 중심 상품명으로 외부 커피 브랜드 지식 의존성이 높은 항목,"상품명에 커피, 원두커피 등의 직접 카테고리 단서가 부족하며, 카누 브랜드 지식을 알아야 커피 제품으로 해석 가능하다. 보수적 GT 기준에 따라 기타로 분류하되 음료 혼동 가능성은 기록함",True,data\categorized\costco\026_costco.json
026_costco.json,costco,12,유기농 우유,유기농 무유,음료,기타,ambiguous,"[""음료"", ""기타""]",False,True,False,allowed_mismatch,우유류 음료 매핑 기준 및 OCR 훼손 가능성 고려,상품명이 OCR로 일부 훼손된 것으로 보이나 할인 대상명에서 유기농우유로 확인 가능하다. 우유류 전체는 음료 기준을 적용하되 OCR 훼손 가능성을 고려하여 ambiguous로 기록함,True,data\categorized\costco\026_costco.json
026_costco.json,costco,19,우유크림롤케익,우유크림롤케,기타,간식,unknown,"[""기타"", ""간식""]",False,True,False,allowed_mismatch,OCR 훼손으로 핵심 상품명이 일부 손실된 베이커리 계열 항목,"롤케이크 상품으로 추정 가능하지만, 상품명이 중간에서 잘려 핵심 상품명이 완전하지 않다. OCR 훼손으로 인해 보수적 GT 기준에 따라 기타로 분류하되 간식 혼동 가능성은 기록함",True,data\categorized\costco\026_costco.json
028_costco.json,costco,2,HARDYS CAB SAUV,HARDYS CAB SAUV,기타,주류,unknown,"[""기타"", ""주류""]",False,True,False,allowed_mismatch,브랜드명·와인 품종명 중심 상품명으로 외부 주류 지식 의존성이 높은 항목,"CAB SAUV가 와인 품종 단서일 수 있으나, 상품명 자체에는 와인·주류 등 직접 단서가 없다. 보수적 GT 기준에 따라 기타로 분류하되 주류 혼동 가능성은 기록함",True,data\categorized\costco\028_costco.json
029_costco.json,costco,3,처음처럼 1.8LX2,처음처럼 1.8LX2,기타,주류,unknown,"[""기타"", ""주류""]",False,True,False,allowed_mismatch,브랜드명 중심 상품명으로 외부 주류 지식 의존성이 높은 항목,"처음처럼은 주류 브랜드로 추론 가능하지만, 상품명 자체에는 소주·주류 등 직접적인 카테고리 단서가 부족하다. 기존 하이네켄·삿포로 기준과 일관되게 기타로 분류하되 주류 혼동 가능성은 기록함",True,data\categorized\costco\029_costco.json
031_costco.json,costco,1,카스375MLX20캔,카스375MLX20캔,기타,주류,unknown,"[""기타"", ""주류""]",False,True,False,allowed_mismatch,브랜드명 중심 상품명으로 외부 주류 지식 의존성이 높은 항목,카스는 주류 브랜드로 추론 가능하지만 상품명 자체에는 맥주·주류 등 직접적인 카테고리 단서가 부족하다. 기존 하이네켄·삿포로 기준과 일관되게 기타로 분류하되 주류 혼동 가능성은 기록함,True,data\categorized\costco\031_costco.json
031_costco.json,costco,3,크리넥스마이비데,크리넥스마이비데,기타,생활용품,unknown,"[""기타"", ""생활용품""]",False,True,False,allowed_mismatch,브랜드·제품명 중심 상품명으로 외부 상품 지식 의존성이 높은 항목,"상품명만으로는 물티슈, 위생용품, 화장지류 등 구체 상품군을 직접 판단하기 어렵다. '마이비데'는 브랜드·제품 지식을 알고 있어야 생활용품으로 해석 가능하므로 기타로 분류하되 생활용품 혼동 가능성은 기록함",True,data\categorized\costco\031_costco.json
031_costco.json,costco,4,짐 빔RTDLEMON,짐 빔RTDLEMON,기타,주류,unknown,"[""기타"", ""주류""]",False,True,False,allowed_mismatch,브랜드명·영문 축약 중심 상품명으로 외부 주류 지식 의존성이 높은 항목,짐 빔 및 RTD 표현은 주류로 추론 가능하지만 상품명 자체에는 주류·알코올 등 직접적인 카테고리 단서가 부족하다. 보수적 GT 기준에 따라 기타로 분류하되 주류 혼동 가능성은 기록함,True,data\categorized\costco\031_costco.json
031_costco.json,costco,5,풀무원그릭요거트,풀무원그릭요거트,식재료,간식,ambiguous,"[""식재료"", ""간식""]",False,True,False,allowed_mismatch,"GS1/KAN 발효유 및 유제품 계열, COICOP Food 계열 참고","그릭요거트는 직접 섭취도 가능하지만, 본 연구 기준에서는 일반 요거트보다 식사 구성 또는 조리 재료 성격이 강한 유제품으로 보아 식재료로 우선 매핑함",True,data\categorized\costco\031_costco.json
031_costco.json,costco,8,트러플잠봉,트러플잠봉,식재료,간편식,ambiguous,"[""식재료"", ""간편식""]",False,True,False,allowed_mismatch,"GS1/KAN 육가공품 및 조리 식재료 계열, COICOP Food 계열 참고","잠봉은 햄·육가공 식재료 문맥이 비교적 명확하며, 트러플과 결합된 식재료·델리 상품으로 해석 가능하다. 직접 조리 재료 또는 식사 구성 재료 성격이 강하므로 식재료로 우선 매핑하되, 간편식 혼동 가능성은 기록함",True,data\categorized\costco\031_costco.json
032_costco.json,costco,2,하이네켄8 캔,하이네켄8 캔,기타,주류,unknown,"[""기타"", ""주류""]",False,True,False,allowed_mismatch,브랜드명 중심 상품명으로 외부 주류 지식 의존성이 높은 항목,"하이네켄은 주류 브랜드로 추론 가능하지만, 상품명 자체에는 맥주·주류 등 직접적인 카테고리 단서가 부족하다. 보수적 GT 기준에 따라 기타로 분류하되 주류 혼동 가능성은 기록함",True,data\categorized\costco\032_costco.json
034_costco.json,costco,2,자무방록복지란,자무방록복지란,기타,식재료,unknown,"[""기타"", ""식재료""]",False,True,False,allowed_mismatch,OCR 훼손으로 핵심 상품명 식별이 불안정한 항목,동물복지란 계열 상품으로 추정 가능하지만 상품명이 심하게 훼손되어 핵심 식품 단서 식별이 불안정하다. 보수적 GT 기준에 따라 기타로 분류하되 식재료 혼동 가능성은 기록함,True,data\categorized\costco\034_costco.json
035_costco.json,costco,14,트러플참봉,자우방목복지란,기타,식재료,unknown,"[""기타"", ""식재료""]",False,True,False,allowed_mismatch,OCR 훼손 및 외래어 제품명 기반 상품명으로 식별이 불안정한 항목,트러플잠봉 계열 상품으로 추정 가능하지만 핵심 상품명이 훼손되어 정확한 상품군 식별이 어렵다. 보수적 GT 기준에 따라 기타로 분류하되 식재료 혼동 가능성은 기록함,True,data\categorized\costco\035_costco.json
036_costco.json,costco,7,킹스베리1KG,킹스베리1KG,식재료,기타,ambiguous,"[""식재료"", ""기타""]",False,True,False,allowed_mismatch,"GS1/KAN 신선 과일류, COICOP Food 계열 참고",킹스베리는 과일명 또는 품종명으로 해석 가능하고 중량 표기가 있어 신선 과일류 가능성이 높다. 다만 상품명 자체가 고유명사형이라 기타 혼동을 허용함,True,data\categorized\costco\036_costco.json
036_costco.json,costco,13,크리넥스마이비데,크리넥스마이비데,기타,생활용품,unknown,"[""기타"", ""생활용품""]",False,True,False,allowed_mismatch,브랜드·제품명 중심 상품명으로 외부 상품 지식 의존성이 높은 항목,"상품명만으로는 물티슈, 위생용품, 화장지류 등 구체 상품군을 직접 판단하기 어렵다. '마이비데'는 브랜드·제품 지식을 알고 있어야 생활용품으로 해석 가능하므로 기타로 분류하되 생활용품 혼동 가능성은 기록함",True,data\categorized\costco\036_costco.json
037_costco.json,costco,9,국내산두듭500G,국내산두듭500G,기타,식재료,unknown,"[""기타"", ""식재료""]",False,True,False,allowed_mismatch,OCR 훼손으로 핵심 식품명 식별이 불안정한 항목,두릅 상품으로 추정 가능하지만 핵심 식품명이 '두듭'으로 훼손되어 안정적인 상품 식별이 어렵다. 보수적 GT 기준에 따라 기타로 분류하되 식재료 혼동 가능성은 기록함,True,data\categorized\costco\037_costco.json
037_costco.json,costco,12,스모어오갓멜로,스모어오갓멜로,기타,간식,unknown,"[""기타"", ""간식""]",False,True,False,allowed_mismatch,브랜드·제품명 결합 및 상품명 식별이 불안정한 항목,스모어·마시멜로 계열 간식으로 추정 가능하지만 상품명 자체가 브랜드성 표현과 결합되어 있고 정확한 상품군을 안정적으로 판단하기 어렵다. 보수적 GT 기준에 따라 기타로 분류하되 간식 혼동 가능성은 기록함,True,data\categorized\costco\037_costco.json
078_emart.json,emart,2,오뚜기 프레스코 미트,오뚜기 프레스코 미트,기타,식재료,unknown,"[""기타"", ""식재료"", ""간편식""]",False,True,False,allowed_mismatch,브랜드·제품명 중심 상품명으로 상품군 식별이 어려운 항목,"프레스코 미트만으로는 파스타소스, 가공육, 냉동식품 등 구체 상품군을 안정적으로 판단하기 어렵다. 외부 상품 지식 의존을 피하기 위해 기타로 분류함",True,data\categorized\emart\078_emart.json
080_emart.json,emart,4,오감자딥 양념바베,오감자딥 양념바베,기타,간식,unknown,"[""기타"", ""간식""]",False,True,False,allowed_mismatch,상품명 일부 절단 및 복합 상품명으로 상품군 식별이 불안정한 항목,"오감자 계열 스낵으로 추정 가능하지만 상품명이 '양념바베'에서 잘려 있고, 딥소스·스낵·조미류 등 다른 카테고리와 혼동될 수 있다. 보수적 GT 기준에 따라 기타로 분류하되 간식 혼동 가능성은 기록함",True,data\categorized\emart\080_emart.json
083_emart.json,emart,6,폴라포 포도 120ml,폴라포 포도 120ml,간식,음료,ambiguous,"[""간식"", ""음료""]",False,True,False,allowed_mismatch,빙과류 아이스바 제품 계열 참고,폴라포는 얼려 먹는 빙과류 제품으로 보는 것이 일반적이므로 간식으로 분류함. 다만 액상 음료 기반 제품 특성이 있어 음료 가능성도 기록함,True,data\categorized\emart\083_emart.json
083_emart.json,emart,13,요괴메카드 딸기240,요괴메카드 딸기240,음료,간식,ambiguous,"[""음료"", ""간식""]",False,True,False,allowed_mismatch,어린이 대상 딸기맛 음용 제품 추정 항목,요괴메카드 브랜드와 딸기 단서 조합상 어린이 음료 제품으로 추정 가능하다. 다만 상품명 끝부분이 잘려 정확한 상품군 확인이 어려워 ambiguous로 기록함,True,data\categorized\emart\083_emart.json
085_emart.json,emart,5,카스라이트355ml*12,카스라이트355ml*12,기타,주류,unknown,"[""기타"", ""주류""]",False,True,False,allowed_mismatch,주류 브랜드명 중심으로 상품군 직접 단서가 부족한 항목,"카스라이트는 맥주로 추정 가능하지만 상품명 자체에 맥주, 주류 등 직접 단서가 없다. 상품명 내 명시 단서만으로 주류 카테고리를 확정하기 어려워 기타로 분류하되 주류 가능성은 기록함",True,data\categorized\emart\085_emart.json
087_emart.json,emart,8,옥시)청크린 드롭 3입,옥시)청크린 드롭 3입,기타,생활용품,unknown,"[""기타"", ""생활용품""]",False,True,False,allowed_mismatch,브랜드·제품명 중심으로 상품군 판별 안정성이 낮은 항목,"청크린 드롭은 생활용품이나 세정용품으로 추정 가능하지만, 상품명만으로 구체 상품군을 안정적으로 판단하기 어렵다. 상품명 기반 판별 가능성이 낮아 기타로 분류하되 생활용품 가능성은 기록함",True,data\categorized\emart\087_emart.json
088_emart.json,emart,1,로스트 엔젤 샤르도네,로스트 엔젤 샤르도네,기타,주류,unknown,"[""기타"", ""주류""]",False,True,False,allowed_mismatch,와인 품종·브랜드명 중심으로 상품군 직접 단서가 부족한 항목,"샤르도네는 와인으로 추정 가능하지만 상품명 자체에 와인, 주류 등 직접 단서가 없다. 상품명 내 명시 단서만으로 주류 카테고리를 확정하기 어려워 기타로 분류하되 주류 가능성은 기록함",True,data\categorized\emart\088_emart.json
088_emart.json,emart,6,폰타나베이컨머슈룸,폰타나베이컨머슈룸,기타,식재료,unknown,"[""기타"", ""식재료"", ""간편식""]",False,True,False,allowed_mismatch,브랜드·제품명 중심으로 상품군 직접 단서가 부족한 항목,"베이컨머슈룸 단서로 소스나 스프류를 추정할 수 있지만 상품명 자체에 소스, 스프, 파스타 등 직접 상품군 단서가 없다. 상품명만으로 식재료 또는 간편식 여부를 확정하기 어려워 기타로 분류함",True,data\categorized\emart\088_emart.json
090_emart.json,emart,3,△빙)뽕따소다 130ml,△빙)뽕따소다 130ml,간식,음료,ambiguous,"[""간식"", ""음료"", ""기타""]",False,True,False,allowed_mismatch,브랜드 상품명과 맛·용량 단서가 결합된 빙과류 추정 항목,뽕따소다는 빙과류로 reasonably 추론 가능한 상품명이다. 다만 상품군 직접 단어가 없고 소다·130ml 단서로 음료와도 혼동될 수 있어 ambiguous로 기록함,True,data\categorized\emart\090_emart.json
090_emart.json,emart,5,△롯데 주물러콜라130,△롯데 주물러콜라130,간식,음료,ambiguous,"[""간식"", ""음료"", ""기타""]",False,True,False,allowed_mismatch,브랜드 상품명과 맛·용량 단서가 결합된 빙과류 추정 항목,주물러콜라는 빙과류로 추론 가능한 상품명이며 콜라맛 130ml 단서가 있다. 다만 상품군 직접 단어가 없고 음료와도 혼동될 수 있어 ambiguous로 기록함,True,data\categorized\emart\090_emart.json
091_emart.json,emart,7,콘푸로스트 300g,콘푸로스트 300g,간편식,간식,ambiguous,"[""간편식"", ""간식"", ""식재료""]",False,True,False,allowed_mismatch,시리얼류 간단 식사 대용 식품 항목,콘푸로스트는 별도 조리 없이 우유와 함께 바로 섭취하는 시리얼류로 간단한 식사 대용 성격이 강하다. 다만 단독 간식처럼 섭취될 수도 있고 식사 구성 재료로도 볼 수 있어 간편식으로 분류하되 ambiguous로 기록함,True,data\categorized\emart\091_emart.json
092_emart.json,emart,7,피코크 소고기 샤브샤,피코크 소고기 샤브샤,간편식,식재료,ambiguous,"[""간편식"", ""식재료""]",False,True,False,allowed_mismatch,샤브샤브 밀키트/간편 조리식품 추정 항목,소고기 샤브샤브 계열 상품으로 간단 조리용 밀키트 또는 간편식 성격이 강하다. 다만 소고기 원재료 성격과도 혼동될 수 있어 간편식으로 분류하되 ambiguous로 기록함,True,data\categorized\emart\092_emart.json
093_emart.json,emart,1,노브랜드버터쿠,노브랜드버터쿠,기타,간식,unknown,"[""기타"", ""간식"", ""식재료""]",False,True,False,allowed_mismatch,핵심 상품군 단어가 절단되어 상품명 기반 판별 안정성이 낮은 항목,"버터쿠키류로 추정 가능하지만 상품명이 '버터쿠'에서 잘려 쿠키라는 핵심 단어가 확인되지 않는다. 실제 상품 의미상 간식 가능성이 크지만, 상품명에 남은 '버터' 단서 때문에 식재료로도 오분류될 수 있다. 따라서 GT는 기타로 두고, 혼동 가능한 카테고리로 간식과 식재료를 기록함",True,data\categorized\emart\093_emart.json
093_emart.json,emart,3,노브랜드고구마형과,노브랜드고구마형과,기타,간식,unknown,"[""기타"", ""간식"", ""식재료""]",False,True,False,allowed_mismatch,과자 핵심 단어가 훼손되어 상품명 기반 판별 안정성이 낮은 항목,"고구마형 과자류로 추정 가능하지만 상품명이 '형과'처럼 훼손되어 과자라는 핵심 단어가 안정적으로 확인되지 않는다. 실제 상품 의미상 간식 가능성이 있으나, 상품명에 남은 고구마 단서 때문에 식재료로도 오분류될 수 있다. 따라서 GT는 기타로 두고, 혼동 가능한 카테고리로 간식과 식재료를 기록함",True,data\categorized\emart\093_emart.json
095_emart.json,emart,7,닥터페퍼355ml,880109405320B,음료,기타,ambiguous,"[""음료"", ""기타""]",False,True,False,allowed_mismatch,일반 소비자가 탄산음료로 reasonably 추론 가능한 브랜드 상품명 항목,닥터페퍼와 355ml 용량 단서로 캔 음료로 추론 가능하다. 다만 상품명에 음료나 탄산음료라는 직접 단어가 없어 ambiguous로 기록함,True,data\categorized\emart\095_emart.json
096_emart.json,emart,2,농심 사리면 110g*5,농심 사리면 110g*5,식재료,간편식,ambiguous,"[""식재료"", ""간편식""]",False,True,False,allowed_mismatch,라면 사리용 면류 식재료 항목,사리면은 단독 완성식 라면이라기보다 찌개나 전골 등에 넣는 면 사리 성격이 강해 식재료로 분류함. 다만 즉석면류로 간편식과 혼동될 수 있어 ambiguous로 기록함,True,data\categorized\emart\096_emart.json
096_emart.json,emart,3,하루한봉우리쌀누룽지,하루한봉우리쌀누룽지,간편식,식재료,ambiguous,"[""간편식"", ""식재료"", ""간식""]",False,True,False,allowed_mismatch,누룽지류 간단 식사 대용 식품 항목,누룽지는 끓이거나 물을 부어 간단히 식사 대용으로 섭취할 수 있는 식품이다. 다만 쌀 가공 식재료나 간식처럼도 해석될 수 있어 간편식으로 분류하되 ambiguous로 기록함,True,data\categorized\emart\096_emart.json
046_hanaro.json,hanaro,4,농협 진짜요 150ml 150ml,농협 진짜요 150ml 150ml,기타,음료,unknown,"[""기타"", ""음료"", ""주류""]",False,True,False,allowed_mismatch,브랜드·제품명 중심으로 상품군 판별 안정성이 낮은 항목,"상품명에 150ml 용량 단서는 있으나 음료, 요구르트, 주류 등 직접적인 상품군 단서가 없다. 상품명만으로 음료인지 주류인지 안정적으로 판단하기 어려워 GT는 기타로 두고 혼동 가능한 카테고리로 음료와 주류를 기록함",True,data\categorized\hanaro\046_hanaro.json
047_hanaro.json,hanaro,1,다우니 레몬그라스 2.6L,다우니 레몬그라스 2.6L,기타,생활용품,unknown,"[""기타"", ""생활용품"", ""음료""]",False,True,False,allowed_mismatch,브랜드명과 향·용량 표현 중심으로 상품군 판별 안정성이 낮은 항목,"다우니는 생활용품 브랜드로 추정 가능하지만 상품명에 섬유유연제, 세제 같은 직접 용도 단어가 없다. 또한 레몬그라스와 2.6L 용량 단서만 보면 음료나 액상 제품으로도 혼동될 수 있어 GT는 기타로 두고 생활용품과 음료 가능성을 기록함",True,data\categorized\hanaro\047_hanaro.json
055_hanaro.json,hanaro,13,자일리톨 랩워터링 115.0g,자일리톨 랩워터링 115.0g,간식,기타,ambiguous,"[""간식"", ""기타""]",False,True,False,allowed_mismatch,자일리톨 껌·캔디류로 추정 가능한 항목,자일리톨은 껌이나 캔디류 간식으로 추정 가능한 단서이며 115g 용량 단서가 있다. 다만 상품명에 껌이나 캔디 같은 직접 단어가 없어 간식으로 분류하되 ambiguous로 기록함,True,data\categorized\hanaro\055_hanaro.json
